n,x,y,val,dP,lab,xT,yT
13239,-4.823555,-3.098983,0,2490,NaN,NaN,NaN
13240,-5.07736,-3.313414,0,2492,NaN,NaN,NaN
13241,-5.307655,-3.51014,0,2493,NaN,NaN,NaN
13242,-5.529042,-3.680373,0,2492,NaN,NaN,NaN
13243,-5.767721,-3.862274,0,2493,NaN,NaN,NaN
13244,-5.968406,-4.055825,0,2494,NaN,NaN,NaN
13245,-6.168944,-4.293238,0,2496,NaN,NaN,NaN
13246,-6.302552,-4.47779,0,2494,NaN,NaN,NaN
13247,-6.438993,-4.641759,0,2492,NaN,NaN,NaN
13248,-6.543452,-4.758833,0,2490,NaN,NaN,NaN
13249,-6.644967,-4.872942,0,2489,NaN,NaN,NaN
13250,-6.734846,-4.963617,0,2488,NaN,NaN,NaN
13251,-6.801508,-5.054266,0,2489,NaN,NaN,NaN
13252,-6.847871,-5.130275,0,2490,NaN,NaN,NaN
13253,-6.865255,-5.217956,0,2493,NaN,NaN,NaN
13254,-6.865255,-5.276395,0,2496,NaN,NaN,NaN
13255,-6.862358,-5.331903,0,2499,NaN,NaN,NaN
13256,-6.853666,-5.358193,0,2499,NaN,NaN,NaN
13257,-6.839179,-5.364035,0,2499,NaN,NaN,NaN
13258,-6.789916,-5.369876,0,2498,NaN,NaN,NaN
13259,-6.743542,-5.372797,0,2497,NaN,NaN,NaN
13260,-6.700058,-5.346509,0,2494,NaN,NaN,NaN
13261,-6.647867,-5.305611,0,2492,NaN,NaN,NaN
13262,-6.584063,-5.244255,0,2491,NaN,NaN,NaN
13263,-6.502834,-5.188731,0,2491,NaN,NaN,NaN
13264,-6.459308,-5.14489,0,2492,NaN,NaN,NaN
13265,-6.430286,-5.08935,0,2491,NaN,NaN,NaN
13266,-6.415774,-5.05719,0,2488,NaN,NaN,NaN
13267,-6.412872,-5.001634,0,2486,NaN,NaN,NaN
13268,-6.424481,-4.981164,0,2484,NaN,NaN,NaN
13269,-6.470916,-4.963617,0,2480,NaN,NaN,NaN
13270,-6.517341,-4.966541,0,2475,NaN,NaN,NaN
13271,-6.549254,-4.969466,0,2471,NaN,NaN,NaN
13272,-6.575361,-4.989937,0,2470,NaN,NaN,NaN
13273,-6.601466,-5.010407,0,2469,NaN,NaN,NaN
13274,-6.615967,-5.030875,0,2464,NaN,NaN,NaN
13275,-6.604366,-5.033799,0,2460,NaN,NaN,NaN
13276,-6.592764,-5.048419,0,2457,NaN,NaN,NaN
13277,-6.592764,-5.060114,0,2457,NaN,NaN,NaN
13278,-6.592764,-5.071808,0,2457,NaN,NaN,NaN
13279,-6.575361,-5.071808,0,2457,NaN,NaN,NaN
13280,-6.552155,-5.077656,0,2453,NaN,NaN,NaN
13281,-6.531847,-5.083503,0,2449,NaN,NaN,NaN
13282,-6.543452,-5.08935,0,2444,NaN,NaN,NaN
13283,-6.555056,-5.092273,0,2443,NaN,NaN,NaN
13284,-6.563758,-5.077656,0,2440,NaN,NaN,NaN
13285,-6.563758,-5.065961,0,2438,NaN,NaN,NaN
13286,-6.566659,-5.051342,0,2436,NaN,NaN,NaN
13287,-6.56956,-5.051342,0,2436,NaN,NaN,NaN
13288,-6.56956,-5.045495,0,2432,NaN,NaN,NaN
13289,-6.56956,-5.039647,0,2428,NaN,NaN,NaN
13290,-6.56956,-5.045495,0,2423,NaN,NaN,NaN
13291,-6.555056,-5.05719,0,2420,NaN,NaN,NaN
13292,-6.53765,-5.068885,0,2418,NaN,NaN,NaN
13293,-6.526045,-5.08935,0,2416,NaN,NaN,NaN
13294,-6.523144,-5.109813,0,2415,NaN,NaN,NaN
13295,-6.523144,-5.130275,0,2412,NaN,NaN,NaN
13296,-6.523144,-5.133198,0,2408,NaN,NaN,NaN
13297,-6.540551,-5.136121,0,2406,NaN,NaN,NaN
13298,-6.552155,-5.139044,0,2405,NaN,NaN,NaN
13299,-6.552155,-5.139044,0,2404,NaN,NaN,NaN
13300,-6.546353,-5.139044,0,2398,NaN,NaN,NaN
13301,-6.540551,-5.121506,0,2391,NaN,NaN,NaN
13302,-6.543452,-5.101043,0,2387,NaN,NaN,NaN
13303,-6.543452,-5.080579,0,2384,NaN,NaN,NaN
13304,-6.563758,-5.092273,0,2380,NaN,NaN,NaN
13305,-6.581162,-5.103966,0,2378,NaN,NaN,NaN
13306,-6.581162,-5.118583,0,2375,NaN,NaN,NaN
13307,-6.563758,-5.118583,0,2373,NaN,NaN,NaN
13308,-6.546353,-5.118583,0,2370,NaN,NaN,NaN
13309,-6.546353,-5.118583,0,2367,NaN,NaN,NaN
13310,-6.546353,-5.127352,0,2362,NaN,NaN,NaN
13311,-6.549254,-5.136121,0,2359,NaN,NaN,NaN
13312,-6.552155,-5.141967,0,2356,NaN,NaN,NaN
13313,-6.560857,-5.139044,0,2351,NaN,NaN,NaN
13314,-6.566659,-5.127352,0,2347,NaN,NaN,NaN
13315,-6.578262,-5.11566,0,2342,NaN,NaN,NaN
13316,-6.586963,-5.11566,0,2342,NaN,NaN,NaN
13317,-6.592764,-5.124429,0,2342,NaN,NaN,NaN
13318,-6.595665,-5.133198,0,2337,NaN,NaN,NaN
13319,-6.601466,-5.133198,0,2332,NaN,NaN,NaN
13320,-6.610167,-5.130275,0,2324,NaN,NaN,NaN
13321,-6.615967,-5.121506,0,2320,NaN,NaN,NaN
13322,-6.618867,-5.112736,0,2315,NaN,NaN,NaN
13323,-6.624667,-5.10689,0,2311,NaN,NaN,NaN
13324,-6.615967,-5.10689,0,2306,NaN,NaN,NaN
13325,-6.601466,-5.112736,0,2302,NaN,NaN,NaN
13326,-6.586963,-5.121506,0,2298,NaN,NaN,NaN
13327,-6.586963,-5.127352,0,2294,NaN,NaN,NaN
13328,-6.592764,-5.130275,0,2291,NaN,NaN,NaN
13329,-6.613067,-5.11566,0,2284,NaN,NaN,NaN
13330,-6.633367,-5.101043,0,2282,NaN,NaN,NaN
13331,-6.647867,-5.09812,0,2279,NaN,NaN,NaN
13332,-6.647867,-5.10689,0,2279,NaN,NaN,NaN
13333,-6.647867,-5.109813,0,2275,NaN,NaN,NaN
13334,-6.644967,-5.101043,0,2270,NaN,NaN,NaN
13335,-6.639167,-5.08935,0,2263,NaN,NaN,NaN
13336,-6.633367,-5.074732,0,2259,NaN,NaN,NaN
13337,-6.627567,-5.060114,0,2253,NaN,NaN,NaN
13338,-6.627567,-5.077656,0,2248,NaN,NaN,NaN
13339,-6.636267,-5.101043,0,2243,NaN,NaN,NaN
13340,-6.644967,-5.121506,0,2238,NaN,NaN,NaN
13341,-6.650767,-5.121506,0,2235,NaN,NaN,NaN
13342,-6.650767,-5.127352,0,2231,NaN,NaN,NaN
13343,-6.633367,-5.133198,0,2227,NaN,NaN,NaN
13344,-6.610167,-5.156582,0,2220,NaN,NaN,NaN
13345,-6.563758,-5.177041,0,2215,NaN,NaN,NaN
13346,-6.468014,-5.197499,0,2211,NaN,NaN,NaN
13347,-6.328684,-5.273474,0,2206,NaN,NaN,NaN
13348,-6.157322,-5.372797,0,2202,NaN,NaN,NaN
13349,-5.965498,-5.545075,0,2199,NaN,NaN,NaN
13350,-5.796815,-5.676407,0,2200,NaN,NaN,NaN
13351,-5.57854,-5.854338,0,2199,NaN,NaN,NaN
13352,-5.389237,-6.029241,0,2198,NaN,NaN,NaN
13353,-5.208561,-6.218593,0,2199,NaN,NaN,NaN
13354,-5.094857,-6.396169,0,2202,NaN,NaN,NaN
13355,-5.010281,-6.55908,0,2199,NaN,NaN,NaN
13356,-4.949023,-6.707353,0,2193,NaN,NaN,NaN
13357,-4.928601,-6.849727,0,2188,NaN,NaN,NaN
13358,-4.931519,-7.003628,0,2189,NaN,NaN,NaN
13359,-4.960692,-7.128416,0,2188,NaN,NaN,NaN
13360,-5.007364,-7.203836,0,2183,NaN,NaN,NaN
13361,-5.05403,-7.250236,0,2177,NaN,NaN,NaN
13362,-5.07736,-7.293728,0,2173,NaN,NaN,NaN
13363,-5.086109,-7.328515,0,2172,NaN,NaN,NaN
13364,-5.103605,-7.31692,0,2170,NaN,NaN,NaN
13365,-5.106521,-7.287929,0,2168,NaN,NaN,NaN
13366,-5.097773,-7.264734,0,2166,NaN,NaN,NaN
13367,-5.080276,-7.247337,0,2163,NaN,NaN,NaN
13368,-5.065695,-7.227037,0,2154,NaN,NaN,NaN
13369,-5.05403,-7.183533,0,2145,NaN,NaN,NaN
13370,-5.056946,-7.140021,0,2139,NaN,NaN,NaN
13371,-5.083193,-7.0965,0,2139,NaN,NaN,NaN
13372,-5.109437,-7.079089,0,2139,NaN,NaN,NaN
13373,-5.135679,-7.061677,0,2137,NaN,NaN,NaN
13374,-5.14151,-7.029752,0,2129,NaN,NaN,NaN
13375,-5.150256,-6.997822,0,2119,NaN,NaN,NaN
13376,-5.147341,-6.968791,0,2109,NaN,NaN,NaN
13377,-5.147341,-6.968791,0,2102,NaN,NaN,NaN
13378,-5.138594,-6.971694,0,2096,NaN,NaN,NaN
13379,-5.129847,-6.977501,0,2090,NaN,NaN,NaN
13380,-5.118184,-6.994919,0,2084,NaN,NaN,NaN
13381,-5.112352,-7.018141,0,2081,NaN,NaN,NaN
13382,-5.103605,-7.041361,0,2078,NaN,NaN,NaN
13383,-5.100689,-7.058775,0,2075,NaN,NaN,NaN
13384,-5.094857,-7.064579,0,2073,NaN,NaN,NaN
13385,-5.091941,-7.070383,0,2068,NaN,NaN,NaN
13386,-5.091941,-7.076187,0,2063,NaN,NaN,NaN
13387,-5.094857,-7.055873,0,2058,NaN,NaN,NaN
13388,-5.094857,-7.029752,0,2056,NaN,NaN,NaN
13389,-5.089025,-7.009433,0,2053,NaN,NaN,NaN
13390,-5.080276,-7.015239,0,2050,NaN,NaN,NaN
13391,-5.065695,-7.015239,0,2049,NaN,NaN,NaN
13392,-5.056946,-7.012336,0,2049,NaN,NaN,NaN
13393,-5.048197,-7.006531,0,2045,NaN,NaN,NaN
13394,-5.05403,-7.009433,0,2041,NaN,NaN,NaN
13395,-5.062779,-7.015239,0,2034,NaN,NaN,NaN
13396,-5.074444,-7.018141,0,2031,NaN,NaN,NaN
13397,-5.074444,-7.015239,0,2026,NaN,NaN,NaN
13398,-5.071528,-7.006531,0,2023,NaN,NaN,NaN
13399,-5.056946,-6.997822,0,2019,NaN,NaN,NaN
13400,-5.045281,-6.994919,0,2013,NaN,NaN,NaN
13401,-5.033615,-6.994919,0,2006,NaN,NaN,NaN
13402,-5.036531,-6.994919,0,2001,NaN,NaN,NaN
13403,-5.033615,-6.994919,0,1999,NaN,NaN,NaN
13404,-5.027781,-7.003628,0,1996,NaN,NaN,NaN
13405,-5.027781,-7.009433,0,1992,NaN,NaN,NaN
13406,-5.033615,-7.015239,0,1987,NaN,NaN,NaN
13407,-5.039448,-7.009433,0,1983,NaN,NaN,NaN
13408,-5.045281,-7.018141,0,1980,NaN,NaN,NaN
13409,-5.05403,-7.029752,0,1976,NaN,NaN,NaN
13410,-5.059863,-7.044264,0,1971,NaN,NaN,NaN
13411,-5.05403,-7.047166,0,1968,NaN,NaN,NaN
13412,-5.051114,-7.041361,0,1965,NaN,NaN,NaN
13413,-5.051114,-7.032654,0,1961,NaN,NaN,NaN
13414,-5.056946,-7.021044,0,1958,NaN,NaN,NaN
13415,-5.059863,-7.015239,0,1954,NaN,NaN,NaN
13416,-5.059863,-7.009433,0,1952,NaN,NaN,NaN
13417,-5.05403,-7.009433,0,1947,NaN,NaN,NaN
13418,-5.048197,-7.018141,0,1943,NaN,NaN,NaN
13419,-5.042364,-7.023947,0,1937,NaN,NaN,NaN
13420,-5.039448,-7.023947,0,1933,NaN,NaN,NaN
13421,-5.045281,-7.015239,0,1928,NaN,NaN,NaN
13422,-5.048197,-7.006531,0,1924,NaN,NaN,NaN
13423,-5.05403,-7.000725,0,1921,NaN,NaN,NaN
13424,-5.059863,-7.006531,0,1920,NaN,NaN,NaN
13425,-5.065695,-7.009433,0,1920,NaN,NaN,NaN
13426,-5.071528,-7.018141,0,1916,NaN,NaN,NaN
13427,-5.059863,-7.021044,0,1912,NaN,NaN,NaN
13428,-5.045281,-7.018141,0,1906,NaN,NaN,NaN
13429,-5.030698,-7.009433,0,1901,NaN,NaN,NaN
13430,-5.030698,-6.989113,0,1896,NaN,NaN,NaN
13431,-5.039448,-6.974598,0,1894,NaN,NaN,NaN
13432,-5.048197,-6.954274,0,1893,NaN,NaN,NaN
13433,-5.056946,-6.945564,0,1890,NaN,NaN,NaN
13434,-5.056946,-6.939757,0,1885,NaN,NaN,NaN
13435,-5.059863,-6.94266,0,1881,NaN,NaN,NaN
13436,-5.068612,-6.948467,0,1879,NaN,NaN,NaN
13437,-5.074444,-6.948467,0,1874,NaN,NaN,NaN
13438,-5.080276,-6.945564,0,1869,NaN,NaN,NaN
13439,-5.083193,-6.945564,0,1864,NaN,NaN,NaN
13440,-5.07736,-6.951371,0,1863,NaN,NaN,NaN
13441,-5.068612,-6.957178,0,1860,NaN,NaN,NaN
13442,-5.059863,-6.965888,0,1856,NaN,NaN,NaN
13443,-5.062779,-6.965888,0,1852,NaN,NaN,NaN
13444,-5.059863,-6.962985,0,1851,NaN,NaN,NaN
13445,-5.05403,-6.948467,0,1851,NaN,NaN,NaN
13446,-5.048197,-6.933949,0,1851,NaN,NaN,NaN
13447,-5.042364,-6.922334,0,1849,NaN,NaN,NaN
13448,-5.039448,-6.925238,0,1846,NaN,NaN,NaN
13449,-5.039448,-6.928142,0,1844,NaN,NaN,NaN
13450,-5.039448,-6.922334,0,1841,NaN,NaN,NaN
13451,-5.039448,-6.910719,0,1837,NaN,NaN,NaN
13452,-5.039448,-6.904911,0,1832,NaN,NaN,NaN
13453,-5.039448,-6.902007,0,1829,NaN,NaN,NaN
13454,-5.036531,-6.907815,0,1828,NaN,NaN,NaN
13455,-5.033615,-6.907815,0,1823,NaN,NaN,NaN
13456,-5.039448,-6.910719,0,1818,NaN,NaN,NaN
13457,-5.045281,-6.910719,0,1814,NaN,NaN,NaN
13458,-5.05403,-6.910719,0,1814,NaN,NaN,NaN
13459,-5.051114,-6.899102,0,1814,NaN,NaN,NaN
13460,-5.045281,-6.89039,0,1811,NaN,NaN,NaN
13461,-5.048197,-6.884581,0,1808,NaN,NaN,NaN
13462,-5.051114,-6.89039,0,1805,NaN,NaN,NaN
13463,-5.05403,-6.896198,0,1804,NaN,NaN,NaN
13464,-5.036531,-6.899102,0,1801,NaN,NaN,NaN
13465,-5.019031,-6.899102,0,1798,NaN,NaN,NaN
13466,-5.004448,-6.896198,0,1796,NaN,NaN,NaN
13467,-5.007364,-6.89039,0,1791,NaN,NaN,NaN
13468,-5.010281,-6.887486,0,1786,NaN,NaN,NaN
13469,-5.019031,-6.902007,0,1783,NaN,NaN,NaN
13470,-5.027781,-6.916527,0,1784,NaN,NaN,NaN
13471,-5.036531,-6.931046,0,1783,NaN,NaN,NaN
13472,-5.039448,-6.936853,0,1779,NaN,NaN,NaN
13473,-5.039448,-6.94266,0,1773,NaN,NaN,NaN
13474,-5.039448,-6.951371,0,1770,NaN,NaN,NaN
13475,-5.039448,-6.951371,0,1768,NaN,NaN,NaN
13476,-5.039448,-6.933949,0,1767,NaN,NaN,NaN
13477,-5.033615,-6.916527,0,1767,NaN,NaN,NaN
13478,-5.027781,-6.907815,0,1766,NaN,NaN,NaN
13479,-5.019031,-6.922334,0,1764,NaN,NaN,NaN
13480,-5.019031,-6.939757,0,1763,NaN,NaN,NaN
13481,-5.019031,-6.928142,0,1762,NaN,NaN,NaN
13482,-5.019031,-6.907815,0,1759,NaN,NaN,NaN
13483,-5.019031,-6.89039,0,1754,NaN,NaN,NaN
13484,-5.013198,-6.896198,0,1748,NaN,NaN,NaN
13485,-5.007364,-6.902007,0,1745,NaN,NaN,NaN
13486,-5.001531,-6.904911,0,1744,NaN,NaN,NaN
13487,-5.001531,-6.907815,0,1741,NaN,NaN,NaN
13488,-4.995697,-6.902007,0,1739,NaN,NaN,NaN
13489,-4.989863,-6.887486,0,1736,NaN,NaN,NaN
13490,-4.984029,-6.852632,0,1733,NaN,NaN,NaN
13491,-4.986946,-6.826488,0,1730,NaN,NaN,NaN
13492,-4.99278,-6.811963,0,1728,NaN,NaN,NaN
13493,-5.004448,-6.817773,0,1729,NaN,NaN,NaN
13494,-5.010281,-6.829393,0,1729,NaN,NaN,NaN
13495,-5.016115,-6.838108,0,1727,NaN,NaN,NaN
13496,-5.019031,-6.861346,0,1722,NaN,NaN,NaN
13497,-5.024865,-6.881677,0,1718,NaN,NaN,NaN
13498,-5.030698,-6.902007,0,1716,NaN,NaN,NaN
13499,-5.030698,-6.902007,0,1712,NaN,NaN,NaN
13500,-5.027781,-6.887486,0,1708,NaN,NaN,NaN
13501,-5.021948,-6.872964,0,1704,NaN,NaN,NaN
13502,-5.016115,-6.855537,0,1703,NaN,NaN,NaN
13503,-5.010281,-6.855537,0,1702,NaN,NaN,NaN
13504,-5.007364,-6.843918,0,1699,NaN,NaN,NaN
13505,-5.001531,-6.832298,0,1697,NaN,NaN,NaN
13506,-5.016115,-6.820678,0,1695,NaN,NaN,NaN
13507,-5.036531,-6.817773,0,1691,NaN,NaN,NaN
13508,-5.033615,-6.817773,0,1688,NaN,NaN,NaN
13509,-5.013198,-6.817773,0,1685,NaN,NaN,NaN
13510,-4.995697,-6.817773,0,1685,NaN,NaN,NaN
13511,-5.004448,-6.835203,0,1683,NaN,NaN,NaN
13512,-5.016115,-6.852632,0,1679,NaN,NaN,NaN
13513,-5.010281,-6.86425,0,1675,NaN,NaN,NaN
13514,-4.998614,-6.858441,0,1673,NaN,NaN,NaN
13515,-4.989863,-6.835203,0,1672,NaN,NaN,NaN
13516,-4.99278,-6.817773,0,1672,NaN,NaN,NaN
13517,-4.995697,-6.803247,0,1672,NaN,NaN,NaN
13518,-4.986946,-6.803247,0,1672,NaN,NaN,NaN
13519,-4.995697,-6.806152,0,1670,NaN,NaN,NaN
13520,-5.004448,-6.806152,0,1669,NaN,NaN,NaN
13521,-5.010281,-6.817773,0,1666,NaN,NaN,NaN
13522,-5.004448,-6.832298,0,1664,NaN,NaN,NaN
13523,-5.001531,-6.835203,0,1660,NaN,NaN,NaN
13524,-4.989863,-6.823583,0,1658,NaN,NaN,NaN
13525,-4.969444,-6.820678,0,1655,NaN,NaN,NaN
13526,-4.946106,-6.823583,0,1655,NaN,NaN,NaN
13527,-4.928601,-6.829393,0,1652,NaN,NaN,NaN
13528,-4.873164,-6.835203,0,1651,NaN,NaN,NaN
13529,-4.808962,-6.841013,0,1649,NaN,NaN,NaN
13530,-4.724314,-6.925238,0,1647,NaN,NaN,NaN
13531,-4.657164,-7.012336,0,1646,NaN,NaN,NaN
13532,-4.607524,-7.108106,0,1644,NaN,NaN,NaN
13533,-4.566638,-7.140021,0,1644,NaN,NaN,NaN
13534,-4.560797,-7.186434,0,1645,NaN,NaN,NaN
13535,-4.557877,-7.218337,0,1647,NaN,NaN,NaN
13536,-4.563718,-7.241537,0,1646,NaN,NaN,NaN
13537,-4.57832,-7.247337,0,1643,NaN,NaN,NaN
13538,-4.587082,-7.256036,0,1641,NaN,NaN,NaN
13539,-4.584161,-7.261835,0,1639,NaN,NaN,NaN
13540,-4.569559,-7.267634,0,1636,NaN,NaN,NaN
13541,-4.566638,-7.273433,0,1635,NaN,NaN,NaN
13542,-4.569559,-7.282131,0,1636,NaN,NaN,NaN
13543,-4.5754,-7.261835,0,1633,NaN,NaN,NaN
13544,-4.569559,-7.235737,0,1629,NaN,NaN,NaN
13545,-4.569559,-7.206737,0,1626,NaN,NaN,NaN
13546,-4.5754,-7.206737,0,1626,NaN,NaN,NaN
13547,-4.57832,-7.209637,0,1626,NaN,NaN,NaN
13548,-4.581241,-7.215437,0,1624,NaN,NaN,NaN
13549,-4.572479,-7.189334,0,1622,NaN,NaN,NaN
13550,-4.566638,-7.160328,0,1620,NaN,NaN,NaN
13551,-4.569559,-7.151625,0,1620,NaN,NaN,NaN
13552,-4.581241,-7.171931,0,1620,NaN,NaN,NaN
13553,-4.590002,-7.195135,0,1619,NaN,NaN,NaN
13554,-4.590002,-7.200936,0,1616,NaN,NaN,NaN
13555,-4.592923,-7.203836,0,1612,NaN,NaN,NaN
13556,-4.592923,-7.206737,0,1609,NaN,NaN,NaN
13557,-4.595843,-7.206737,0,1609,NaN,NaN,NaN
13558,-4.595843,-7.206737,0,1609,NaN,NaN,NaN
13559,-4.587082,-7.200936,0,1608,NaN,NaN,NaN
13560,-4.5754,-7.198036,0,1607,NaN,NaN,NaN
13561,-4.57832,-7.200936,0,1606,NaN,NaN,NaN
13562,-4.592923,-7.206737,0,1605,NaN,NaN,NaN
13563,-4.604604,-7.218337,0,1605,NaN,NaN,NaN
13564,-4.607524,-7.227037,0,1605,NaN,NaN,NaN
13565,-4.613364,-7.229937,0,1604,NaN,NaN,NaN
13566,-4.616285,-7.224137,0,1601,NaN,NaN,NaN
13567,-4.616285,-7.200936,0,1598,NaN,NaN,NaN
13568,-4.613364,-7.180633,0,1596,NaN,NaN,NaN
13569,-4.610444,-7.163228,0,1595,NaN,NaN,NaN
13570,-4.607524,-7.163228,0,1595,NaN,NaN,NaN
13571,-4.607524,-7.151625,0,1593,NaN,NaN,NaN
13572,-4.607524,-7.137119,0,1590,NaN,NaN,NaN
13573,-4.607524,-7.128416,0,1587,NaN,NaN,NaN
13574,-4.625045,-7.128416,0,1586,NaN,NaN,NaN
13575,-4.642565,-7.131317,0,1587,NaN,NaN,NaN
13576,-4.645485,-7.134218,0,1587,NaN,NaN,NaN
13577,-4.627965,-7.134218,0,1585,NaN,NaN,NaN
13578,-4.604604,-7.134218,0,1582,NaN,NaN,NaN
13579,-4.601683,-7.134218,0,1580,NaN,NaN,NaN
13580,-4.598763,-7.134218,0,1579,NaN,NaN,NaN
13581,-4.604604,-7.134218,0,1577,NaN,NaN,NaN
13582,-4.604604,-7.134218,0,1573,NaN,NaN,NaN
13583,-4.607524,-7.137119,0,1570,NaN,NaN,NaN
13584,-4.601683,-7.140021,0,1568,NaN,NaN,NaN
13585,-4.595843,-7.137119,0,1567,NaN,NaN,NaN
13586,-4.601683,-7.134218,0,1567,NaN,NaN,NaN
13587,-4.616285,-7.119712,0,1567,NaN,NaN,NaN
13588,-4.627965,-7.105205,0,1566,NaN,NaN,NaN
13589,-4.627965,-7.090696,0,1565,NaN,NaN,NaN
13590,-4.639645,-7.087795,0,1563,NaN,NaN,NaN
13591,-4.651325,-7.084893,0,1561,NaN,NaN,NaN
13592,-4.660084,-7.084893,0,1558,NaN,NaN,NaN
13593,-4.657164,-7.079089,0,1557,NaN,NaN,NaN
13594,-4.657164,-7.076187,0,1557,NaN,NaN,NaN
13595,-4.645485,-7.070383,0,1557,NaN,NaN,NaN
13596,-4.633805,-7.073285,0,1557,NaN,NaN,NaN
13597,-4.622125,-7.073285,0,1555,NaN,NaN,NaN
13598,-4.625045,-7.058775,0,1554,NaN,NaN,NaN
13599,-4.627965,-7.044264,0,1552,NaN,NaN,NaN
13600,-4.627965,-7.032654,0,1551,NaN,NaN,NaN
13601,-4.633805,-7.023947,0,1551,NaN,NaN,NaN
13602,-4.639645,-7.018141,0,1550,NaN,NaN,NaN
13603,-4.651325,-7.006531,0,1549,NaN,NaN,NaN
13604,-4.657164,-7.003628,0,1548,NaN,NaN,NaN
13605,-4.651325,-6.992016,0,1548,NaN,NaN,NaN
13606,-4.642565,-6.983307,0,1545,NaN,NaN,NaN
13607,-4.639645,-6.974598,0,1543,NaN,NaN,NaN
13608,-4.645485,-7.003628,0,1540,NaN,NaN,NaN
13609,-4.648405,-7.032654,0,1540,NaN,NaN,NaN
13610,-4.651325,-7.067481,0,1540,NaN,NaN,NaN
13611,-4.660084,-7.073285,0,1541,NaN,NaN,NaN
13612,-4.668844,-7.081991,0,1542,NaN,NaN,NaN
13613,-4.674683,-7.081991,0,1543,NaN,NaN,NaN
13614,-4.677603,-7.084893,0,1543,NaN,NaN,NaN
13615,-4.677603,-7.081991,0,1540,NaN,NaN,NaN
13616,-4.674683,-7.070383,0,1537,NaN,NaN,NaN
13617,-4.668844,-7.058775,0,1534,NaN,NaN,NaN
13618,-4.665924,-7.044264,0,1533,NaN,NaN,NaN
13619,-4.665924,-7.038459,0,1532,NaN,NaN,NaN
13620,-4.668844,-7.035557,0,1532,NaN,NaN,NaN
13621,-4.668844,-7.032654,0,1531,NaN,NaN,NaN
13622,-4.668844,-7.029752,0,1530,NaN,NaN,NaN
13623,-4.668844,-7.029752,0,1527,NaN,NaN,NaN
13624,-4.665924,-7.029752,0,1524,NaN,NaN,NaN
13625,-4.665924,-7.041361,0,1523,NaN,NaN,NaN
13626,-4.663004,-7.052971,0,1525,NaN,NaN,NaN
13627,-4.665924,-7.055873,0,1526,NaN,NaN,NaN
13628,-4.668844,-7.038459,0,1527,NaN,NaN,NaN
13629,-4.651325,-7.023947,0,1525,NaN,NaN,NaN
13630,-4.630885,-7.029752,0,1522,NaN,NaN,NaN
13631,-4.630885,-7.044264,0,1521,NaN,NaN,NaN
13632,-4.651325,-7.061677,0,1522,NaN,NaN,NaN
13633,-4.668844,-7.061677,0,1524,NaN,NaN,NaN
13634,-4.674683,-7.055873,0,1524,NaN,NaN,NaN
13635,-4.680522,-7.050068,0,1524,NaN,NaN,NaN
13636,-4.674683,-7.041361,0,1523,NaN,NaN,NaN
13637,-4.663004,-7.038459,0,1522,NaN,NaN,NaN
13638,-4.654245,-7.038459,0,1522,NaN,NaN,NaN
13639,-4.668844,-7.050068,0,1521,NaN,NaN,NaN
13640,-4.692201,-7.061677,0,1519,NaN,NaN,NaN
13641,-4.706798,-7.070383,0,1518,NaN,NaN,NaN
13642,-4.706798,-7.058775,0,1516,NaN,NaN,NaN
13643,-4.700959,-7.047166,0,1513,NaN,NaN,NaN
13644,-4.683442,-7.032654,0,1511,NaN,NaN,NaN
13645,-4.677603,-7.021044,0,1511,NaN,NaN,NaN
13646,-4.671763,-7.012336,0,1510,NaN,NaN,NaN
13647,-4.677603,-7.018141,0,1509,NaN,NaN,NaN
13648,-4.677603,-7.041361,0,1508,NaN,NaN,NaN
13649,-4.680522,-7.061677,0,1507,NaN,NaN,NaN
13650,-4.689281,-7.070383,0,1506,NaN,NaN,NaN
13651,-4.692201,-7.070383,0,1506,NaN,NaN,NaN
13652,-4.692201,-7.064579,0,1506,NaN,NaN,NaN
13653,-4.683442,-7.058775,0,1506,NaN,NaN,NaN
13654,-4.683442,-7.052971,0,1505,NaN,NaN,NaN
13655,-4.683442,-7.055873,0,1505,NaN,NaN,NaN
13656,-4.689281,-7.055873,0,1505,NaN,NaN,NaN
13657,-4.692201,-7.052971,0,1503,NaN,NaN,NaN
13658,-4.69512,-7.050068,0,1500,NaN,NaN,NaN
13659,-4.69804,-7.038459,0,1500,NaN,NaN,NaN
13660,-4.692201,-7.032654,0,1502,NaN,NaN,NaN
13661,-4.683442,-7.023947,0,1504,NaN,NaN,NaN
13662,-4.674683,-7.026849,0,1503,NaN,NaN,NaN
13663,-4.674683,-7.026849,0,1501,NaN,NaN,NaN
13664,-4.674683,-7.029752,0,1498,NaN,NaN,NaN
13665,-4.686361,-7.029752,0,1496,NaN,NaN,NaN
13666,-4.69804,-7.026849,0,1496,NaN,NaN,NaN
13667,-4.709717,-7.015239,0,1495,NaN,NaN,NaN
13668,-4.703879,-7.000725,0,1494,NaN,NaN,NaN
13669,-4.69512,-6.992016,0,1493,NaN,NaN,NaN
13670,-4.689281,-6.997822,0,1494,NaN,NaN,NaN
13671,-4.686361,-7.015239,0,1494,NaN,NaN,NaN
13672,-4.683442,-7.029752,0,1493,NaN,NaN,NaN
13673,-4.680522,-7.038459,0,1492,NaN,NaN,NaN
13674,-4.671763,-7.035557,0,1492,NaN,NaN,NaN
